ID_global	ID_construction	source	via	construction	contruction_type	surface_change	mode	occurring_sentence	hypoth_counterpart	occ_gpt3_no_tokens	occ_gpt3_avg_delta-uid	occ_gpt3_avg_mu-uid	occ_gpt3_avg_rtm	occ_gpt3_avg_diff_for_low-ic	hyp_gpt3_no_tokens	hyp_gpt3_avg_delta-uid	hyp_gpt3_avg_mu-uid	hyp_gpt3_avg_rtm	hyp_gpt3_avg_diff_for_low-ic	gpt3_delta-uid_correct	gpt3_mu-uid_correct	gpt3_rtm_correct	gpt3_low-ic_correct	occ_gpt2_no_tokens	occ_gpt2_avg_delta-uid	occ_gpt2_avg_mu-uid	occ_gpt2_avg_rtm	occ_gpt2_avg_diff_for_low-ic	hyp_gpt2_no_tokens	hyp_gpt2_avg_delta-uid	hyp_gpt2_avg_mu-uid	hyp_gpt2_avg_rtm	hyp_gpt2_avg_diff_for_low-ic	gpt2_delta-uid_correct	gpt2_mu-uid_correct	gpt2_rtm_correct	gpt2_low-ic_correct
406	32019	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Patsy Cline had the right idea when she crooned these words	She had the right idea when Patsy Cline crooned these words	14	4,7301	2,9788	3,1415	-1,1383	13	5,1325	2,7442	3,1179	-0,934	1	0	0	1	14	4,5989	2,5024	2,5436	-0,2793	13	6,6048	3,3854	3,3597	0,0667	1	1	1	1
407	32020	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	The Ardoyne Man had been travelling home through Dundalk on Monday when he was arrested	He had been travelling home through Dundalk on Monday when The Ardoyne Man was arrested	17	3,6997	2,732	2,7258	-0,105	17	3,1906	2,6501	2,641	0,1532	0	0	0	1	17	2,7952	2,3052	2,3866	-0,4617	17	3,0432	2,4163	2,4213	-0,0282	1	1	1	1
408	32021	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	To put it briefly, the president needed a win, and this is what he came up with	To put it briefly, he needed a win, and this is what the president came up with	18	3,2355	2,5193	3,2021	-1,7246	18	3,5726	2,3854	2,4933	-1,0525	1	0	0	1	18	3,1489	2,2782	2,6911	-1,5541	18	3,4175	2,2623	2,4419	-1,2029	1	0	0	1
409	32022	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Nicole Kidman is reflecting on her marriage to Tom Cruise, whom she married in 1990	She is reflecting on her marriage to Tom Cruise, whom Nicole Kidman married in 1990	17	3,608	2,4061	4,0247	-2,4621	16	3,4486	2,8512	3,088	-1,0965	0	1	0	1	17	3,8291	2,622	2,8302	-1,18	16	4,702	2,6769	2,9024	-0,933	1	1	1	1
410	32023	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	The 25-year-old played 20 minutes against the Jazz on Saturday and he played well	He played 20 minutes against the Jazz on Saturday and the 25-year-old played well	17	2,2296	2,0663	2,7311	-1,8418	17	1,882	1,8987	2,4819	-1,774	0	0	0	1	17	2,2218	2,0762	2,6326	-1,6499	17	2,188	2,0806	2,7296	-1,5328	0	1	1	1
411	32024	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	The more rank-and-file Republicans hear about Baker's thuggish behavior, the more disgusted and angry they become	The more they hear about Baker's thuggish behavior, the more disgusted and angry rank-and-file Republicans become	22	3,6342	2,8629	3,7624	-1,6963	22	4,1439	3,3721	3,8362	-1,2761	1	1	1	1	22	4,0301	3,0834	3,728	-1,6032	22	3,9333	2,8983	3,3652	-1,3187	0	0	0	1
412	32025	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	From kindergarten on, Boas was educated in natural history, a subject he enjoyed	From kindergarten on, he was educated in natural history, a subject Boas enjoyed	15	4,0343	2,9091	3,416	-1,2228	15	6,2346	3,5204	3,5229	-0,0073	1	1	1	1	15	4,1928	2,6085	2,5909	0,2632	15	4,6742	2,9142	2,8483	0,5614	1	1	1	1
413	32026	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Lillian Russell had been engaged to create the title role, but Gilbert did not believe that she was dedicated enough, and when she missed a rehearsal, he dismissed her	She had been engaged to create the title role, but Gilbert did not believe that Lillian Russell was dedicated enough, and when she missed a rehearsal, he dismissed her	32	3,7169	2,6527	3,1381	-1,4543	32	4,1545	2,5193	3,0809	-1,5746	1	0	0	0	32	4,0572	2,4932	2,5508	-0,6936	32	4,5768	2,4548	2,501	-0,6045	1	0	0	1
414	32027	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	On third down, Staubach's pass was intercepted in the end zone, but officials ruled that he had stepped out of bounds before he threw the ball	On third down, his pass was intercepted in the end zone, but officials ruled that Staubach had stepped out of bounds before he threw the ball	30	2,5579	2,1549	3,4649	-2,5901	29	3,4106	3,0061	3,9195	-2,0039	1	1	1	1	30	2,7118	1,9875	2,9014	-2,0035	29	2,8396	2,1622	2,8689	-1,9189	1	1	0	1
415	32028	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	As Martinez was being escorted by police, she tearfully denied that she injured her baby	As she was being escorted by police, Martinez tearfully denied that she injured her baby	16	3,652	2,4306	2,9676	-1,074	16	3,2984	2,1494	2,5259	-1,1635	0	0	0	0	16	4,4646	2,9377	3,0505	-0,4514	16	4,0061	2,6668	2,794	-0,6655	0	0	0	0
416	32029	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	One of the youths fired a round into Chatterjee's left side, and he fell	One of the youths fired a round into his left side, and Chatterjee fell	17	3,492	2,6237	3,0524	-1,2306	16	3,3149	2,4262	2,6679	-0,9477	0	0	0	1	17	3,1202	2,1086	2,6611	-1,2585	16	3,3349	2,1337	2,443	-0,9423	1	1	0	1
417	32030	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Smith also was accused of calling her students failures, a claim she denies	She also was accused of calling her students failures, a claim Smith denies	13	3,3572	2,1661	2,239	-0,6857	13	4,4279	2,2849	2,3191	-0,5331	1	1	1	1	13	2,9751	2,4002	2,3955	0,0205	13	4,5091	2,8522	2,7982	0,3389	1	1	1	1
418	32031	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Burandt didn't report her harassment to the university, but she told her friend that his brother made her uncomfortable, and he apologized on his behalf, she said	She didn't report her harassment to the university, but Burandt told her friend that his brother made her uncomfortable, and he apologized on his behalf, she said	32	3,3107	2,6434	2,8182	-1,1281	32	4,0023	2,6917	2,8312	-0,5614	1	1	1	1	32	2,1672	1,927	2,2544	-1,363	32	2,9901	2,3702	2,5567	-0,9734	1	1	1	1
419	32032	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Defense Secretary Leon Panetta told the that to understand Kelly it's important to know where he comes from	Defense Secretary Leon Panetta told the that to understand him it's important to know where Kelly comes from	19	3,1911	3,2909	3,6357	-0,9461	19	3,8649	3,4682	3,6236	-0,5905	1	1	0	1	19	2,8758	2,88	3,1785	-0,9765	19	2,9749	2,9245	3,0911	-0,7596	1	1	0	1
420	32033	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Garfield survived the shooting, but he was mortally wounded	He survived the shooting, but Garfield was mortally wounded	11	3,7673	3,0691	3,4349	-1,3412	10	6,1613	4,0206	4,2244	-0,5096	1	1	1	1	11	3,2514	3,0935	3,5559	-1,1663	10	5,811	3,7878	3,987	-0,5002	1	1	1	1
421	32034	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Neena Cheema had worked for 17 years for the airline before she was let go	She had worked for 17 years for the airline before Neena Cheema was let go	17	4,4397	2,6307	3,0398	-1,1697	16	5,241	2,9859	3,108	-0,4883	1	1	1	1	17	3,8365	2,4308	2,5912	-0,9084	16	4,0075	2,4332	2,4561	-0,2352	1	1	0	1
422	32035	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Musser and Torres-Ness each survived one night in the apartment after grueling ER shifts, but they couldn't get the rest they needed	They each survived one night in the apartment after grueling ER shifts, but Musser and Torres-Ness couldn't get the rest they needed	29	4,506	3,2439	3,2744	-0,0985	28	4,2835	3,2884	3,3082	-0,092	0	1	1	1	29	3,4275	2,4889	2,4814	0,073	28	4,0644	2,7556	2,7383	0,3036	1	1	1	1
423	32036	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	When people mess up, they want to go out and shoot it again so it is easier for them to edit, he said	When they mess up, people want to go out and shoot it again so it is easier for them to edit, he said	24	3,8856	2,676	2,6968	-0,8731	24	3,2737	2,1271	2,2335	-1,128	0	0	0	0	24	3,0566	2,1261	2,4623	-1,1731	24	3,0174	1,9962	2,2444	-1,1119	0	0	0	1
424	32037	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	And since the Canadians probably aren't even the most talented team at these worlds, they were particularly vulnerable	And since they probably aren't even the most talented team at these worlds, the Canadians were particularly vulnerable	19	3,2496	2,145	2,198	-0,7002	19	2,4856	1,6122	1,5922	-0,1999	0	0	0	1	19	3,2995	2,0782	2,164	-0,3458	19	2,9145	1,8307	1,9793	-0,4177	0	0	0	0
425	32038	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Councillor John Miles said the police are having a bit of a battering at the moment in the media, but they can't be everywhere	Councillor John Miles said they are having a bit of a battering at the moment in the media, but the police can't be everywhere	28	2,8256	2,0516	2,8857	-2,0056	28	3,0703	2,1413	2,8763	-1,8221	1	1	0	1	28	4,1123	2,5802	2,8388	-1,0617	28	3,7775	2,341	2,4968	-1,0616	0	0	0	1
426	32039	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Athletics have been a part of Cirella's life for as long as she can remember	Athletics have been a part of her life for as long as Cirella can remember	20	2,1586	2,5191	3,7607	-2,4831	19	3,6859	3,174	3,9629	-1,88	1	1	1	1	20	2,6618	2,4303	3,1458	-1,7647	19	3,1828	2,4036	2,9087	-1,595	1	0	0	1
427	32040	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Ethics may seem a bit abstract and nonspecific but, in reality, they are pretty concrete	They may seem a bit abstract and nonspecific but, in reality, ethics are pretty concrete	19	3,4226	2,2269	3,1894	-1,8455	18	4,0233	2,3585	2,7934	-1,3392	1	1	0	1	19	2,457	2,1046	2,4302	-1,2744	18	3,501	2,3651	2,5719	-1,015	1	1	1	1
428	32041	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	If people want to carry a gun, they will anyway	If they want to carry a gun, people will anyway	10	3,0902	2,4712	2,8066	-1,4277	10	3,429	2,1488	2,3355	-0,9336	1	0	0	1	10	2,971	2,4516	2,8425	-1,1208	10	3,1992	2,1789	2,401	-0,8398	1	0	0	1
429	32042	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	In one of Bob Marley's songs he sings	In one of his songs Bob Marley sings	9	3,2875	2,5103	3,3636	-1,9712	8	2,4188	2,4057	2,878	-1,8892	0	0	0	1	9	3,6401	2,4835	2,8409	-1,2197	8	3,5239	2,7019	2,8954	-0,7739	0	1	1	1
430	32043	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	What should Gov.elect Nikki Haley's top priority be when she takes office	What should her top priority be when Gov.elect Nikki Haley takes office	14	4,2919	3,3758	4,0092	-1,478	13	5,7126	4,3266	4,3304	-0,0493	1	1	1	1	14	4,8799	3,2761	3,5637	-0,681	13	6,2633	4,0261	4,005	0,2744	1	1	1	1
431	32044	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	While these programs are promising, they remain scattered	While they are promising, these programs remain scattered	8	3,4768	2,2506	2,2638	-0,902	8	4,168	2,4451	2,4451	0,0579	1	1	1	1	8	3,699	2,4438	2,4412	-0,2555	8	2,8152	1,5826	1,6623	0,5885	0	0	0	1
432	32045	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Mbuya Gwena became so famous the first lady visited her at some point because of the work she was doing	She became so famous the first lady visited Mbuya Gwena at some point because of the work she was doing	22	3,8733	2,9495	2,9706	-0,2318	22	3,4111	2,9114	2,8978	-0,1506	0	0	0	1	22	2,3946	2,5705	2,5705	0,1023	22	3,0538	2,4175	2,4487	0,1713	1	0	0	1
433	32046	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	This youngster is definitely making moves in the industry and this is one of the jams that proves that he means business	He is definitely making moves in the industry and this is one of the jams that proves that this youngster means business	21	3,006	2,1954	2,5458	-1,464	21	2,7691	2,0877	2,2939	-1,4018	0	0	0	1	21	4,5113	2,968	3,0789	-0,5188	21	3,9448	2,7206	2,7969	-0,4019	0	0	0	1
434	32047	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	As a result of this treaty, Carrera received monies and troops, with which he marched towards Chile	As a result of this treaty, he received monies and troops, with which Carrera marched towards Chile	20	4,47	3,156	3,1708	-0,1473	20	5,4377	3,1819	3,1617	0,101	1	1	0	1	20	4,5548	2,8434	2,8695	-0,0992	20	4,4645	2,7448	2,7324	0,1248	0	0	0	1
435	32048	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	Trotsky did not condone Grynszpan's tactics but he respected his militancy	He did not condone Grynszpan's tactics but Trotsky respected his militancy	17	6,1787	4,118	4,2091	-0,5403	15	5,6155	3,8042	3,7986	0,1903	0	0	0	1	17	5,7964	3,5834	3,6165	0,5588	15	6,3904	3,8382	4,065	1,4736	1	1	1	1
436	32049	LCC	self-extracted	cataphora	pronoun_second	word_order	mixed	In the novel Helene is abroad with Young Jolyon and June at that time and dies in 1894, in the series she has already died	In the novel she is abroad with Young Jolyon and June at that time and dies in 1894, in the series Helene has already died	29	4,8307	3,1475	3,3742	-0,5322	29	4,8007	3,1502	3,3184	-0,4436	0	1	0	1	29	3,6775	2,2444	2,2251	0,3242	29	4,0968	2,4899	2,4464	0,329	1	1	1	1
437	41000	ICE	EFrancis	extraposition	extraposed	word_order	mixed	You you arranged without Touche Ross's involvement is this not right for uh the accounts for nineteen eighty-seven to be sent which were duly sent	You you arranged without Touche Ross's involvement is this not right for uh the accounts which were duly sent for nineteen eighty-seven to be sent	28	4,8307	3,5095	3,4325	2,098	28	4,2708	3,3493	3,3509	1,9744	0	0	0	0	28	4,6494	2,9975	2,7968	1,8168	28	4,4402	3,1007	2,7722	1,7497	0	1	0	0
438	41001	ICE	EFrancis	extraposition	extraposed	word_order	mixed	The one you did last time was for my wife actually which was Susan	The one you did last time was for my wife which was Susan actually	13	2,8906	2,1713	2,1849	0,5091	13	2,8798	2,5063	2,4587	0,7895	0	1	1	1	13	2,6297	2,1845	2,218	0,4363	13	2,4627	2,1632	2,1957	0,423	0	0	0	0
439	41002	ICE	EFrancis	extraposition	extraposed	word_order	mixed	various people did get in touch with me who had done informal trials with addicts in clinics and had found that if they gave strenuous and regular exercise regimes the addicts did get better and did not relapse	various people who had done informal trials with addicts in clinics and had found that if they gave strenuous and regular exercise regimes the addicts did get better and did not relapse did get in touch with me	39	3,3785	2,5	2,7801	-0,7823	39	3,6481	2,4623	2,5943	-0,5699	1	0	0	1	39	3,316	2,267	2,3934	-0,4276	39	3,7995	2,4045	2,4408	-0,1408	1	1	1	1
440	41003	ICE	EFrancis	extraposition	extraposed	word_order	mixed	and then uh making sure that all activities are represented that would provide the official with food with perfume with uhm clothing everything for the afterlife	and then uh making sure that all activities that would provide the official with food with perfume with uhm clothing everything for the afterlife are represented	26	5,016	2,9891	2,9919	0,7854	26	4,2539	2,7275	2,7771	0,6663	0	0	0	0	26	3,6173	2,7585	3,3678	2,2221	26	3,5518	2,6663	3,2695	2,0827	0	0	0	0
441	41004	ICE	EFrancis	extraposition	extraposed	word_order	mixed	A default judgement was obtained by Mr Sigrani on the sixteenth of June nineteen eighty-nine uh uh that was uh set aside uh on the sixteenth of October by Master Prebble who ordered one that the judgement uh of the sixteenth of June be set aside and two that the plaintiff be at liberty to enter judgement for forty-two thousand five hundred and eighty-nine pounds and ninety-six pence and scale costs	A default judgement that was uh set aside uh on the sixteenth of October by Master Prebble who ordered one that the judgement uh of the sixteenth of June be set aside and two that the plaintiff be at liberty to enter judgement for forty-two thousand five hundred and eighty-nine pounds and ninety-six pence and scale costs was obtained by Mr Sigrani on the sixteenth of June nineteen eighty-nine uh uh	86	3,1938	2,776	3,4061	-1,4542	86	3,3432	2,851	3,3319	-1,1823	1	1	0	1	86	2,904	2,3359	2,4771	-0,6757	86	3,1655	2,5332	2,6148	-0,4451	1	1	1	1
442	41005	ICE	EFrancis	extraposition	extraposed	word_order	mixed	And so a further theodolite was purchased that was this one for Ram from Ramsden on the order of the third Duke of Richmond	And so a further theodolite that was this one was purchased for Ram from Ramsden on the order of the third Duke of Richmond	27	3,5907	2,8635	2,8841	-0,1851	27	3,7433	2,6434	2,7007	-0,3095	1	0	0	0	27	3,2137	2,3934	2,4236	0,4899	27	3,5965	2,4709	2,5129	0,4756	1	1	1	0
443	41006	ICE	EFrancis	extraposition	extraposed	word_order	mixed	No reported Common Law decision could be found which recognised human cells as capable of being the subject of property and of being converted	No reported Common Law decision which recognised human cells as capable of being the subject of property and of being converted could be found	23	2,9933	3,1604	3,1431	-0,497	23	3,3299	3,4573	3,4489	-0,1938	1	1	1	1	23	3,915	2,6161	2,686	0,793	23	3,9657	2,7056	2,7993	0,7187	1	1	1	0
444	41007	ICE	EFrancis	extraposition	extraposed	word_order	mixed	Uhm but as she she's got he's got somebody living in his house who's who used to go to Mrs Parsons'	Uhm but as she she's got he's got somebody who's who used to go to Mrs Parsons' living in his house	25	3,6135	2,9014	2,899	0,0586	25	3,9422	3,0815	3,051	0,2541	1	1	1	1	25	3,4432	2,9948	2,9851	0,2444	25	3,7618	2,7986	2,8106	0,5773	1	0	0	1
445	41008	ICE	EFrancis	extraposition	extraposed	word_order	mixed	I think it would take uh oh three-quarters of an hour to an hour for somebody to start who didn't have any any any experience at all	I think it would take uh oh three-quarters of an hour to an hour for somebody who didn't have any any any experience at all to start	29	3,3643	2,6263	2,8975	-0,986	29	3,0663	2,3062	2,7364	-1,2028	0	0	0	0	29	3,339	2,571	2,6812	-0,7974	29	2,9479	2,2914	2,5922	-1,0133	0	0	0	0
446	41009	ICE	EFrancis	extraposition	extraposed	word_order	mixed	Anybody shout out that's that's got it	Anybody that's that's got it shout out	9	4,5275	2,3249	2,1908	0,3807	9	3,8205	2,1792	2,0575	0,5741	0	0	0	1	9	2,5296	2,1497	2,1334	0,8608	9	4,4045	2,7234	2,5889	1,1325	1	1	1	1
447	41010	ICE	EFrancis	extraposition	extraposed	word_order	mixed	But what what do people think of it who who are familiar with the authors	But what what do people who who are familiar with the authors think of it	14	4,0019	2,7024	2,9423	-0,6539	14	3,9364	2,274	2,4223	-0,5191	0	0	0	1	14	3,4612	2,5925	2,5925	-0,2256	14	3,8847	2,3057	2,3679	-0,435	1	0	0	0
448	41011	ICE	EFrancis	extraposition	extraposed	word_order	mixed	When the hostilities are over and there is a general settlement in the area then something has to be done which avoids the risk of chemical or nuclear w warfare being initiated uh by Iraq	When the hostilities are over and there is a general settlement in the area then something which avoids the risk of chemical or nuclear w warfare being initiated uh by Iraq has to be done	34	4,551	3,1822	3,2531	-0,2412	34	4,4724	3,0744	3,0689	0,0309	0	0	0	1	34	3,7019	2,9215	2,9609	-0,1675	34	3,315	2,8351	2,8355	-0,002	0	0	0	1
449	41012	ICE	EFrancis	extraposition	extraposed	word_order	mixed	that is sixty-seven percent of people getting caught up who have gone through a traumatic investigation which traumatises parents traumatises children and ends up with system-abused children	that is sixty-seven percent of people who have gone through a traumatic investigation which traumatises parents traumatises children and ends up with system-abused children getting caught up	33	4,5575	3,4812	3,4365	0,2951	33	4,4535	3,4238	3,4284	-0,0215	0	0	0	0	33	4,1246	2,9162	2,9008	0,1691	33	4,0856	2,9389	2,9641	-0,1187	0	1	1	0
450	41013	ICE	EFrancis	extraposition	extraposed	word_order	mixed	At the same time we have to recognise that every year a fresh cohort of young people embarks upon employment of whom at least half receive no systematic vocational education and training which could lay the foundations and provide the flexibility that is required for a lifetime of twenty-first century working and living	At the same time we have to recognise that every year a fresh cohort of young people of whom at least half receive no systematic vocational education and training which could lay the foundations and provide the flexibility that is required for a lifetime of twenty-first century working and living embarks upon employment	55	3,3509	2,465	2,9173	-1,4773	55	3,7207	2,6239	3,0819	-1,3274	1	1	1	1	55	3,5917	2,4964	2,6535	-0,7672	55	3,7305	2,6534	2,769	-0,5457	1	1	1	1
451	41014	ICE	EFrancis	extraposition	extraposed	word_order	mixed	all sorts of curious activities took place none of which I would go into in such a distinguished audience as this	all sorts of curious activities none of which I would go into in such a distinguished audience as this took place	20	5,087	3,2642	3,3105	-0,4639	20	5,6246	3,5427	3,5865	-0,2191	1	1	1	1	20	4,3225	3,3739	3,3829	-0,09	20	4,6572	3,5679	3,5634	0,0456	1	1	1	1
452	41015	ICE	EFrancis	extraposition	extraposed	word_order	mixed	We've got some friends coming to supper whose daughter's there so I can question tomorrow so I can question her about it	We've got some friends whose daughter's there coming to supper so I can question tomorrow so I can question her about it	23	4,2084	3,3842	3,3476	0,4497	23	3,5708	2,8164	2,826	-0,0738	0	0	0	0	23	2,7646	2,3666	2,3809	-0,1096	23	3,0296	2,3789	2,3813	-0,0543	1	1	1	1
453	41016	ICE	EFrancis	extraposition	extraposed	word_order	mixed	And the two green blodges are where our uh actual sample survey sites were that I worked on	And the two green blodges are where our uh actual sample survey sites that I worked on were	19	3,4495	2,6635	2,837	0,9687	19	3,2579	2,6033	2,8008	1,0318	0	0	0	1	19	3,4744	2,7936	3,0879	1,6238	19	2,9878	2,819	3,0765	1,5901	0	1	0	0
454	41017	ICE	EFrancis	extraposition	extraposed	word_order	mixed	The b The best singer is this Olaf Bergh that I've seen	The b The best singer that I've seen is this Olaf Bergh	14	6,7894	4,2875	4,2875	1,9644	14	5,7472	4,0674	3,8466	1,5458	0	0	0	0	14	5,1783	3,317	3,4884	1,2003	14	3,8274	2,9716	3,0042	0,6215	0	0	0	0
455	41018	ICE	EFrancis	extraposition	extraposed	word_order	mixed	I wonder what the thoughts were, that were passing through your mind as you lay in bed earlier before you fell asleep	I wonder what the thoughts that were passing through your mind were as you lay in bed earlier before you fell asleep	22	3,1827	2,2123	2,8273	-1,6264	21	3,2858	2,4858	2,9601	-1,6189	1	1	1	1	22	3,2599	2,2901	2,6187	-1,0423	21	3,4007	2,3199	2,5872	-1,0823	1	1	0	0
456	41019	ICE	EFrancis	extraposition	extraposed	word_order	mixed	A series of changes occurs which are histologically described as Wallerian degeneration	A series of changes which are histologically described as Wallerian degeneration occurs	15	4,9749	3,7985	3,9475	-0,745	15	5,5978	3,6613	3,8719	-0,8373	1	0	0	0	15	5,8933	3,1995	3,1986	-0,0133	15	6,1443	3,2276	3,2362	0,1296	1	1	1	1
457	41020	ICE	EFrancis	extraposition	extraposed	word_order	mixed	 a set of new error-like parameters formed which are in turn fed back to the previous layer	 a set of new error-like parameters which are in turn fed back to the previous layer formed	18	3,6429	2,7777	2,7856	-0,0713	18	3,872	2,718	2,718	0,1568	1	0	0	1	18	3,7956	2,5342	2,577	0,1929	18	3,4122	2,5805	2,6021	0,1948	0	1	1	1
458	41021	ICE	EFrancis	extraposition	extraposed	word_order	mixed	A British enclaeve enclave in the Chilterns seems to have been centred on Verulamium, which appears to have survived well into the fifth century	A British enclaeve enclave in the Chilterns, which appears to have survived well into the fifth century, seems to have been centred on Verulamium	33	4,5174	3,6019	3,8277	-0,8279	34	4,3011	3,6646	3,8182	-0,8701	0	1	0	0	33	3,9217	3,597	3,6223	-0,2614	34	3,7204	3,5273	3,5657	-0,3261	0	0	0	0
459	41022	ICE	EFrancis	extraposition	extraposed	word_order	mixed	Calculated temperature variations were too small, which were likely to be no more than 1 degree or 2 degree C, to account for such large climatic changes in the Pleistocene	Calculated temperature variations, which were likely to be no more than 1 degree or 2 degree C, were too small to account for such large climatic changes in the Pleistocene	35	2,8862	2,1332	2,4677	-1,5007	35	2,9861	2,2295	2,7353	-1,7615	1	1	1	0	35	2,4668	2,203	2,649	-1,3316	35	2,6936	2,2681	2,8118	-1,5454	1	1	1	0
460	41023	ICE	EFrancis	extraposition	extraposed	word_order	mixed	A recent study in and around the Great Barrier Reef by Ian Anderson used core samples from the marine environment, which discovered not only that the Great Barrier Reef was younger than was originally thought, but it's its development coincided with the cycles suggested by Milankovitch	A recent study in and around the Great Barrier Reef by Ian Anderson, which discovered not only that the Great Barrier Reef was younger than was originally thought, but it's its development coincided with the cycles, suggested by Milankovitch used core samples from the marine environment	51	3,548	3,1054	3,3492	-1,037	52	3,6475	3,2653	3,4124	-0,6775	1	1	1	1	51	3,4617	3,0046	3,1493	-0,6806	52	3,7021	3,1549	3,2381	-0,4531	1	1	1	1
461	41024	ICE	EFrancis	extraposition	extraposed	word_order	mixed	Secondly evidence has been found that shows one can have the physiological changes without feeling the corresponding emotion one is supposed to	Secondly evidence that shows one can have the physiological changes without feeling the corresponding emotion one is supposed to has been found	21	3,2325	2,5002	2,761	-0,744	21	3,7391	2,5937	2,778	-0,4301	1	1	1	1	21	2,836	2,1626	2,1831	-0,1987	21	3,5993	2,3981	2,3971	0,0214	1	1	1	1
462	41025	ICE	EFrancis	extraposition	extraposed	word_order	mixed	I found it very helpful as several points were raised which needed clarification	I found it very helpful as several points which needed clarification were raised	12	2,9619	2,0286	2,129	-0,5462	12	2,824	1,8688	1,9235	-0,3279	0	0	0	1	12	2,4884	1,8772	1,9378	-0,2919	12	2,0044	1,8967	1,9224	-0,154	0	1	0	1
463	41026	ICE	EFrancis	extraposition	extraposed	word_order	mixed	A new model for the operation of the anti-fuse, summarised in figure 1, will be presented here that is a good fit with the known observations of the characteristics of the device and removes any lingering doubts there might be as to the safety of any conclusions regarding reliability	A new model for the operation of the anti-fuse that is a good fit with the known observations of the characteristics of the device and removes any lingering doubts there might be as to the safety of any conclusions regarding reliability, summarised in figure 1, will be presented here	54	4,0025	2,6807	2,8295	-0,7998	54	4,349	2,8337	2,9543	-0,6122	1	1	1	1	54	3,7928	2,4981	2,6108	-0,8186	54	3,8291	2,5343	2,6799	-0,7436	1	1	1	1
464	41027	ICE	EFrancis	extraposition	extraposed	word_order	mixed	However new sets soon appeared that were able to receive all the TV channels	However new sets that were able to receive all the TV channels soon appeared	13	2,377	2,656	2,9581	-0,6488	13	4,3945	2,7527	2,8342	0,3528	1	1	0	1	13	3,8786	2,561	2,5198	0,6296	13	4,2892	2,3074	2,5602	0,7064	1	0	1	1
465	41028	ICE	EFrancis	extraposition	extraposed	word_order	mixed	A key is provided which when removed ensures that messages cannot be accidentally over-recorded	A key which when removed ensures that messages cannot be accidentally over-recorded is provided	15	4,3181	2,7075	2,8167	0,5463	15	4,7018	2,9635	3,2923	0,9865	1	1	1	1	15	3,49	2,0585	2,3855	0,7007	15	3,6806	2,3122	2,7704	1,0222	1	1	1	1
466	41029	ICE	EFrancis	extraposition	extraposed	word_order	mixed	This is because changes were made to the standard rate contributions paid by employees that do not affect the married woman's reduced rate contributions	This is because changes that do not affect the married woman's reduced rate contributions were made to the standard rate contributions paid by employees	24	3,2785	3,0904	3,3201	-1,0958	24	5,3574	3,5505	3,5864	-0,528	1	1	1	1	24	3,9248	2,7688	2,7791	-0,1925	24	4,317	2,7956	2,7668	0,1731	1	1	0	1
467	41030	ICE	EFrancis	extraposition	extraposed	word_order	mixed	Although there is no reliable initial estimating method, several methods exist by which this subject can be addressed	Although there is no reliable initial estimating method, several methods by which this subject can be addressed exist	18	3,989	3,307	3,4717	-0,7413	18	4,4484	3,4723	3,592	-0,5384	1	1	1	1	18	3,579	2,5237	2,5237	-0,4459	18	3,4329	2,4694	2,4694	-0,2105	0	0	0	1
468	41031	ICE	EFrancis	extraposition	extraposed	word_order	mixed	Here, a variety of phenomena need to be considered, some of which have recently been investigated	Here, a variety of phenomena, some of which have recently been investigated, need to be considered	17	3,6467	2,753	2,9835	-1,2811	18	3,5906	2,2234	2,8117	-1,7514	0	0	0	0	17	3,0027	2,2129	2,7945	-1,714	18	3,5875	2,1273	2,8017	-1,8514	1	0	1	0
