ID_global	ID_construction	source	via	construction	contruction_type	surface_change	mode	occurring_sentence	hypoth_counterpart	counterpart_less_natural
473	41036	ICE	EFrancis	extraposition	extraposed	word_order	mixed	the feeling people have who talk about it an or an order of a metre rise of water	the feeling people who talk about it have an or an order of a metre rise of water	0
474	42000	ICE	EFrancis	extraposition	canonical	word_order	mixed	The majority opinion of a genuine meeting which is how we are all bound has said that they want it done this way	The majority opinion of a genuine meeting has said that they want it done this way which is how we are all bound	0
475	42001	ICE	EFrancis	extraposition	canonical	word_order	mixed	The Tarbull view which is that of most muckrakers of the progressive era is basically that big business got big by cheating	The Tarbull view is basically that big business got big by cheating which is that of most muckrakers of the progressive era	0
476	42002	ICE	EFrancis	extraposition	canonical	word_order	mixed	The Royal Court of which John Mortimer is the Chairman is actually getting an eight hundred thousand pounds' grant again from the Arts Council this year	The Royal Court is actually getting an eight hundred thousand pounds' grant again from the Arts Council this year of which John Mortimer is the Chairman	0
477	42003	ICE	EFrancis	extraposition	canonical	word_order	mixed	The the the clever the central idea of your book which is very clever is that you took the idea that a Chief Whip because he knows in the nature of his job everything about	The the the clever the central idea of your book is that you took the idea that a Chief Whip because he knows in the nature of his job everything about which is very clever	0
478	42004	ICE	EFrancis	extraposition	canonical	word_order	mixed	The only things which could be properly suppressed in war are compass bearings and the hour of assault	The only things are compass bearings and the hour of assault which could be properly suppressed in war	0
479	42005	ICE	EFrancis	extraposition	canonical	word_order	mixed	the rights of way system uhm some of which undoubtedly has been ploughed up or blocked in some way or another is a very ancient system	the rights of way system uhm is a very ancient system some of which undoubtedly has been ploughed up or blocked in some way or another	0
480	42006	ICE	EFrancis	extraposition	canonical	word_order	mixed	and I think a an on ongoing seminar in humanities computing which has existed for a number of years chose to have changed itself into a special interest group in order to benefit from some kind of official status	and I think a an on ongoing seminar in humanities computing chose to have changed itself into a special interest group in order to benefit from some kind of official status which has existed for a number of years	0
481	42007	ICE	EFrancis	extraposition	canonical	word_order	mixed	The organ which you can hear is over a hundred years old	The organ is over a hundred years old which you can hear	0
482	42008	ICE	EFrancis	extraposition	canonical	word_order	mixed	The final result which they hoped for this time was not to be a fully operational system but what they called a pre-industrial prototype as the basis for a possible industrial development after the end of the research programme	The final result was not to be a fully operational system which they hoped for this time but what they called a pre-industrial prototype as the basis for a possible industrial development after the end of the research programme	0
483	42009	ICE	EFrancis	extraposition	canonical	word_order	mixed	An enzyme which goes to the next step is missing	An enzyme is missing which goes to the next step	0
484	42010	ICE	EFrancis	extraposition	canonical	word_order	mixed	Geary's Vermilion House which I showed you is but one of a whole clutch of blown apart Los Angeleno houses	Geary's Vermilion House is but one of a whole clutch of blown apart Los Angeleno houses which I showed you	0
485	42011	ICE	EFrancis	extraposition	canonical	word_order	mixed	The last paper which Harold published before the Second World War appeared in the journal of the IEE in August nineteen thirty-nine	The last paper appeared in the journal of the IEE in August nineteen thirty-nine which Harold published before the Second World War	0
486	42012	ICE	EFrancis	extraposition	canonical	word_order	mixed	The international develop division with our related company Grosvenor International which is based in Vancouver operates in North America and Australia	The international develop division with our related company Grosvenor International operates in North America and Australia which is based in Vancouver	1
487	42013	ICE	EFrancis	extraposition	canonical	word_order	mixed	The thing which tells us that this manuscript was made in India is architecture which appears on other pages because the architecture is the thing which really binds it to a place	The thing is architecture which tells us that this manuscript was made in India which appears on other pages because the architecture is the thing which really binds it to a place	0
488	42014	ICE	EFrancis	extraposition	canonical	word_order	mixed	The inaccuracies for which they apologise are the suggestion of ignorance of the extradition treaty the suggestion of ignorance of which branch of the Brazilian police with whom to collaborate a matter which was raised uh in the particulars of justification and uh the suggestion that he bungled the arrest of Biggs	The inaccuracies are the suggestion of ignorance of the extradition treaty the suggestion of ignorance of which branch of the Brazilian police with whom to collaborate a matter which was raised uh in the particulars of justification and uh the suggestion that he bungled the arrest of Biggs for which they apologise	0
489	42015	ICE	EFrancis	extraposition	canonical	word_order	mixed	The dispute which arose out of Clause Seventy-Three concerned the question whether the relevant indemnity should be signed or ountersigned by a bank rather than by the charterers uh themselves without any countersignature	The dispute concerned the question whether the relevant indemnity should be signed or ountersigned by a bank rather than by the charterers uh themselves without any countersignature which arose out of Clause Seventy-Three	0
490	42016	ICE	EFrancis	extraposition	canonical	word_order	mixed	The only uh gloss which I would uh respectfully add to what was said in the judgement of the Costas Milos is this	The only uh gloss in the judgement of the Costas Milos is this which I would uh respectfully add to what was said	0
491	42017	ICE	EFrancis	extraposition	canonical	word_order	mixed	Anybody that's got an eye each side of their nose and can walk around to me is a is a tremendous beauty he says	Anybody is a is a tremendous beauty to me he says that's got an eye each side of their nose and can walk around	1
492	42018	ICE	EFrancis	extraposition	canonical	word_order	mixed	The people in the cleft of the mountain who are hesitating about whether it's a really good idea to do this are the janissaries	The people in the cleft of the mountain are the janissaries who are hesitating about whether it's a really good idea to do this	0
493	42019	ICE	EFrancis	extraposition	canonical	word_order	mixed	The grubby rubber that was only good for smearing meticulously prepared artwork is now a thing of the past, thanks to modern-day plastic erasers	The grubby rubber is now a thing of the past that was only good for smearing meticulously prepared artwork, thanks to modern-day plastic erasers	0
494	42020	ICE	EFrancis	extraposition	canonical	word_order	mixed	Teams that are prepared to shoot at every opportunity are difficult to defend against	Teams are difficult to defend against that are prepared to shoot at every opportunity	0
495	42021	ICE	EFrancis	extraposition	canonical	word_order	mixed	Passes that call for the defender to turn and head the ball are especially difficult and often the ball skids off the defender's head and out of play	Passes are especially difficult that call for the defender to turn and head the ball and often the ball skids off the defender's head and out of play	0
496	42022	ICE	EFrancis	extraposition	canonical	word_order	mixed	The UHF signal that feeds into the co-axial 75 ohm cable in Europe should not have too long a run	The UHF signal should not have too long a run that feeds into the co-axial 75 ohm cable in Europe	0
497	42023	ICE	EFrancis	extraposition	canonical	word_order	mixed	The most consistent change that can be made is that of running trim	The most consistent change is that of running trim that can be made	1
498	42024	ICE	EFrancis	extraposition	canonical	word_order	mixed	Sir Alfred Mond, who became minister of health in April 1921, wanted a settlement	Sir Alfred Mond wanted a settlement, who became minister of health in April 1921	1
499	42025	ICE	EFrancis	extraposition	canonical	word_order	mixed	The 43-year-old man, whose name was withheld, will not face trial	The 43-year-old man will not face trial, whose name was withheld	1
500	42026	ICE	EFrancis	extraposition	canonical	word_order	mixed	Some 4,000 people (most of whom had heard about, but not actually read the book) wrote to Dr Robinson, telling him of their own faith, beliefs, convictions, feelings or special knowledge concerning matters religious	Some 4,000 people wrote to Dr Robinson, telling him of their own faith, beliefs, convictions, feelings or special knowledge concerning matters religious (most of whom had heard about, but not actually read the book)	0
501	42027	ICE	EFrancis	extraposition	canonical	word_order	mixed	Several members of the Labour front bench (many of whom were perhaps only willing to go along with the war in the first place because they appreciated the electoral cost of appeasement) are objecting to any extension of the allies' war aims	Several members of the Labour front bench are objecting to any extension of the allies' war aims (many of whom were perhaps only willing to go along with the war in the first place because they appreciated the electoral cost of appeasement)	0
502	42028	ICE	EFrancis	extraposition	canonical	word_order	mixed	The Ribble Valley result, in which the Liberal Democrats snatched the 10th safest Tory seat in the country with a 25% swing, has stunned Tory MPs	The Ribble Valley result has stunned Tory Mps, in which the Liberal Democrats snatched the 10th safest Tory seat in the country with a 25% swing	0
503	42029	ICE	EFrancis	extraposition	canonical	word_order	mixed	Readers must hand in their books not later than fifteen minutes before the time the reading room in which they are working is due to close	Readers must hand in their books not later than fifteen minutes before the time the reading room is due to close in which they are working	1
504	42030	ICE	EFrancis	extraposition	canonical	word_order	mixed	The hotel room, which had been booked for us by the Continental Travel Agency, was small and cramped but otherwise clean	The hotel room was small and cramped but otherwise clean, which had been booked for us by the Continental Travel Agency	0
505	42031	ICE	EFrancis	extraposition	canonical	word_order	mixed	The only people who might be able to tell me more about that time were Aggie, and possibly Dodo	The only people were Aggie, and possibly Dodo who might be able to tell me more about that time	0
506	51000	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	now to me that is inhumane	now that is inhumane to me	0
507	51001	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	because like at her school um as soon as you drive up it's got like a circular type drive	because like um as soon as you drive up at her school it's got like a circular type drive	0
508	51002	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and so during the school year I just don't have time to read	and so I just don't have time to read during the school year	0
509	51003	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	but in the summer I try to read a lot	but I try to read a lot in the summer	0
510	51004	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	now as far as let's say heavy violence I can't handle	now I can't handle as far as let's say heavy violence	0
511	51005	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and some places they they they really nail them for tax	and they they they really nail them for tax some places	0
512	51006	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	in a big company though you also get moved around a lot	you also get moved around a lot in a big company though	0
513	51007	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and so two days a week I uh manage to get home early enough to meet the kids on the bus	and so I uh manage to get home early enough to meet the kids on the bus two days a week	0
514	51008	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	the first Sunday in October the Jordan family gets together	the Jordan family gets together the first Sunday in October	0
515	51009	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	so other than the Vikings who do you like	so who do you like other than the Vikings	0
516	51010	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	the Sunday paper it's so full of stuff	the Sunday paper is so full of stuff	0
517	51011	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and only in the morning I guess there's a little bit	and I guess there's a little bit only in the morning	0
518	51012	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	whereas in the paper I like to read the articles because they get every side every single side	whereas I like to read the articles in the paper because they get every side every single side	0
519	51013	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and at the same time I talked to another woman	and I talked to another woman at the same time	0
520	51014	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and at the last minute they come to us	and they come to us at the last minute	0
521	51015	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	but with not a whole lot of discretionary money it's kind of hard to figure out how to do it	but it's kind of hard to figure out how to do it with not a whole lot of discretionary money	0
522	51016	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and thanks to a lot of new inventions housework doesn't take as much time as it used to	and housework doesn't take as much time as it used to thanks to a lot of new inventions	0
523	51017	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	well in Atlanta Georgia you probably have a lot more crime than we have here in Patterson California	well you probably have a lot more crime in Atlanta Georgia than we have here in Patterson California	0
524	51018	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	especially in some of these schools around here I think they have about twenty percent older students	I think they have about twenty percent older students especially in some of these schools around here	0
525	51019	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and for capital murder I was interviewed by four attorneys for about five hours	and I was interviewed by four attorneys for about five hours for capital murder	0
526	51020	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	but this particular case I mean they had a complete confession from the guy	but I mean they had a complete confession from the guy this particular case	0
527	51021	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	Saturdays and Sunday this is fine	this is fine Saturdays and Sunday	0
528	51022	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	in criminal cases I'd like to see the unani- unanimity remain	I'd like to see the unani- unanimity remain in criminal cases	0
529	51023	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	but in civil cases I think a majority rule by by jury would be sufficient	but I think a majority rule by by jury would be sufficient in civil cases	0
530	51024	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	a majority rule I think would be more in line as there is no real smoking gun in the civil cases	I think a majority rule would be more in line as there is no real smoking gun in the civil cases	0
531	51025	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and then with our children we did uh we had a pop up tent camper	and then we did uh we had a pop up tent camper with our children	0
532	51026	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	but in this particular lake we went out with some friends once	but we went out with some friends once in this particular lake	0
533	51027	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	because those kind of people I mean you know they're the kind of people who are who've always got to have a cause whether it's good bad of indifferent	because I mean you know those kind of people the kind of people who are who've always got to have a cause whether it's good bad of indifferent	0
534	51028	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	with the stepper you are conscious of what you are doing because you're basically watching each step as it gets harder and down	you are conscious of what you are doing with the stepper because you're basically watching each step as it gets harder and down	0
535	51029	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	the last few years just in through December and January it it really is foggy	it it really is foggy the last few years just in through December and January	0
536	51030	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	but all the other countries you can fight about	but you can fight about all the other countries	0
537	51031	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and then a month later I had to dispute it in writing	and then I had to dispute it in writing a month later	0
538	51032	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	right now both the MasterCard and the Visa we don't have to pay a yearly fee on	we don't have to pay a yearly fee on both the MasterCard and the Visa right now	0
539	51033	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and then fifteen years after that I got the first of a set of master's degrees	and then I got the first of a set of master's degrees fifteen years after that	0
540	51034	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	in the summer that's great	that's great in the summer	0
541	51035	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	on the first floor um where I am there's a patio	where I am there's a patio um on the first floor	0
542	51036	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and after about six hours you put the fire out and dig that baby out of there	and you put the fire out and dig that baby out of there after about six hours	0
543	51037	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	but the leaves I do not like them	but I do not like the leaves	0
544	51038	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and then out of that percentage only so many can get their degree	and then only so many out of that percentage can get their degree	0
545	51039	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	up here in the northeast we have uh well w- we have these mail order companies like LLBean	we have uh well w- we have these mail order companies like LLBean up here in the northeast	0
546	51040	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and even after like eighteen months of you know reasonably satisfactory use they will accept it in any condition	and they will accept it in any condition even after like eighteen months of you know reasonably satisfactory use	0
547	51041	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	like at work we'd have a TV or whatever	like we'd have a TV or whatever at work	0
548	51042	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and actually in in summer I like to swim	and actually I like to swim in in summer	0
549	51043	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and at that point it the warehouse was over across the road	and it the warehouse was over across the road at that point	0
550	51044	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and in this country uh the the solution that that people seem to think work are politically unacceptable	and the the solution that that people uh in this country seem to think work are politically unacceptable	0
551	51045	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	like in my situation I don't have that because the loan was not available	like I don't have that because the loan was not available in my situation	0
552	51046	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	in fact this morning I was almost late for work because I'm almost at the end of this book	in fact I was almost late for work this morning because I'm almost at the end of this book	0
553	51047	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	but with practice I would imagine you could groove that swing too	but I would imagine you could groove that swing with practice too	0
554	51048	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	some of the students um when I was when I was teaching school would not have been comfortable with that	some of the students would not have been comfortable with that um when I was when I was teaching school	0
555	51049	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	in STAR MAN he was the guy chasing after um Jeff Bridges and Karen Allen or Nancy Allen	he was the guy in STAR MAN chasing after um Jeff Bridges and Karen Allen or Nancy Allen	0
556	51050	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	in our family you know twenty years ago not that many of the women worked	twenty years ago you know not that many of the women worked in our family	0
557	51051	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	eight o'clock in the morning was our class	our class was eight o'clock in the morning	0
558	51052	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	so a lot of times we just uh just kind of play it by ear	so we just uh just kind of play it by ear a lot of times	0
559	51053	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	washers and dryers and things like that I've never had one go out	I've never had washers and dryers and things like that go out	0
560	51054	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	my wife and I we live in Dallas too	my wife and I live in Dallas too	0
561	51055	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and like some banks you know they're limited to the types of loans that they're allowed to make	and like some banks you know are limited to the types of loans that they're allowed to make	0
562	51056	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and all those European countries they pay all the way through college and stuff like that	and all those European countries pay all the way through college and stuff like that	0
563	51057	Switchboard	self-extracted	topicalisation	topicalised	word_order	spoken	and Sam Perkins here he's one guy I did follow	and Sam Perkins here is one guy I did follow	0
564	52000	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	it was exhilarating uh for many years	for many years uh it was exhilarating	0
565	52001	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	but I actually was successful for the last two years	but for the last two years I actually was successful	0
566	52002	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and I can do without it for a while	and for a while I can do without it	0
567	52003	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	I was exposed to a lot of music when I was younger	when I was younger I was exposed to a lot of music	0
568	52004	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	my parents had me take piano lessons for eight years	for eight years my parents had me take piano lessons	0
569	52005	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and she is to this day	and to this day she is	0
570	52006	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and she's worked that for oh years when I was small	and when I was small she's worked that for oh years	0
571	52007	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	they didn't have they didn't have to go through some tough games during the year	during the year they didn't have they didn't have to go through some tough games	0
572	52008	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	but I don't think he's really been a super star for them	but for them I don't think he's really been a super star	0
573	52009	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	but is it a legal uh solution for some companies	but for some companies is it a legal uh solution	0
574	52010	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	isn't it funny how families end up living in one room in the house most of the time	isn't it funny how most of the time families end up living in one room in the house	0
575	52011	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	we've been fifteen fifteen years in the in the house that we're living in	in the in the house that we're living in we've been fifteen fifteen years	0
576	52012	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and they're finding themselves adrift in the big cities	and in the big cities they're finding themselves adrift	0
577	52013	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	we've had some of the most outstanding doctors in our area for some of the different fields	for some of the different fields we've had some of the most outstanding doctors in our area	0
578	52014	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and you had trouble finding somewhere for him to be before he was five	and before he was five you had trouble finding somewhere for him to be	0
579	52015	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	well you know his Mom didn't go back to work until you know when he was six months old	well until you know when he was six months old you know his Mom didn't go back to work	0
580	52016	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	the basketball season's supposed to start in the next couple of weeks	in the next couple of weeks the basketball season's supposed to start	0
581	52017	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	I've been on this list for two months	for two months I've been on this list	0
582	52018	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and my husband's been in business for himself for several years	and for several years my husband's been in business for himself	0
583	52019	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	so I was trying to keep my BMW in tact uh for three more years	so for three more years uh I was trying to keep my BMW in tact	0
584	52020	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	then again the the community college system here is excellent for the dollar spent	then again for the dollar spent the the community college system here is excellent	0
585	52021	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	I drive to work every day by myself uh without even even any thought of car pooling	without even even any thought of car pooling uh I drive to work every day by myself	0
586	52022	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	I wouldn't want to wear a mini skirt to work	to work I wouldn't want to wear a mini skirt	1
587	52023	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	I mean you could hardly tell the women from the men except for the lengths of the pants	I mean except for the lengths of the pants you could hardly tell the women from the men	0
588	52024	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and she would get home at like five thirty in the afternoon	and at like five thirty in the afternoon she would get home	0
589	52025	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	I've been baby-sitting this child uh for about eight years	for about eight years uh I've been baby-sitting this child	0
590	52026	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	well I would like to uh stay at home with my children for at least the first five years	well for at least the first five years I would like to uh stay at home with my children	0
591	52027	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and and we lived in a trailer for eighteen years	and and for eighteen years we lived in a trailer	0
592	52028	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	so I've lived out in California for a long long time	so for a long long time I've lived out in California	0
593	52029	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	it's it's real rough in the winter time	in the winter time it's it's real rough	0
594	52030	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and then I you know I did that for six years	and then for six years I you know I did that	0
595	52031	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	the problem with uh and I think one of the problems with immigration policy is like any other political problem is that people are not willing to discuss it uh in in terms of what uh really is driving it	the problem with uh and I think one of the problems with immigration policy is like any other political problem is that in in terms of what uh really is driving it uh people are not willing to discuss it	0
596	52032	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and of course you know they did specifically single them out when we started	and of course you know when we started they did specifically single them out	0
597	52033	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	other than that DANCES WITH WOLVES seems like to be the only thing I've seen in the past several months	other than that in the past several months DANCES WITH WOLVES seems like to be the only thing I've seen	0
598	52034	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and we just we went to Indianapolis last weekend and back	and last weekend we just we went to Indianapolis and back	0
599	52035	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and I n- I need the income	and the income I n- I need	1
600	52036	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	because like we we said earlier that you know the a lot of eyes were opened after years and years of of that war	because after years and years of of that war like we we said earlier that you know the a lot of eyes were opened	0
601	52037	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	mortgage loan firms aren't offering um that loan	that loan um mortgage loan firms aren't offering	0
602	52038	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	my son's has been married for almost ten years	for almost ten years my son's has been married	0
603	52039	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	WONDERFUL O and THE THIRTEEN CLOCKS that have been out of print for about oh I think about twenty years	for about oh I think about twenty years WONDERFUL O and THE THIRTEEN CLOCKS that have been out of print	0
604	52040	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and I just um that even when I read it now it still makes me cry the ending of it	and the ending of it I just um that even when I read it now it still makes me cry	0
605	52041	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and women's rights I mean things for women were totally different for you by that time	and by that time women's rights I mean things for women were totally different for you	0
606	52042	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and then every every year they give you an extra day until you've got four weeks	and then they give you an extra day every every year until you've got four weeks	0
607	52043	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	a lot of a lot of the women that I work for have husbands who are um vice-presidents of companies	a lot of a lot of the women that I work for they have husbands who are um vice-presidents of companies	0
608	52044	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and a lot of seniors a lot of elderly people don't even take up golf until they're you know in their later years	and a lot of seniors a lot of elderly people they don't even take up golf until they're you know in their later years	0
609	52045	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and my kids of course will be in school then	and my kids of course they will be in school then	0
610	52046	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and others of them um had an impact on the society around here	and others of them um they had an impact on the society around here	0
611	52047	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and the two cats um can yell at each other from one end to the other and be heard	and the two cats um they can yell at each other from one end to the other and be heard	0
612	52048	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	and the yeah the British and the French mostly decided to carve up that part of the world and call part of it Persia	and the yeah the British and the French they mostly decided to carve up that part of the world and call part of it Persia	0
613	52049	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	but my friends my few friends who have uh say just the opposite	but my friends my few friends who have uh they say just the opposite	0
614	52050	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	but we just as a matter of fact just yesterday hired a a girl to uh watch him	but we just as a matter of fact just yesterday we hired a a girl to uh watch him	0
615	52051	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	couple of guys uh restored an old wooden boat that was built back in the mid-thirties and got a new canvas sail for it and had a real h- big old four- foot center board that went down in the middle to keep you upright when the waves	couple of guys uh they restored an old wooden boat that was built back in the mid-thirties and got a new canvas sail for it and had a real h- big old four- foot center board that went down in the middle to keep you upright when the waves	0
616	52052	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	generally the crimes of passion and things like that uh are not premeditated	generally the crimes of passion and things like that uh they are not premeditated	0
617	52053	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	like a lot of the um you know a lot of the English as a second language classes will have people from all sorts of you know parts of the world	like a lot of the um you know a lot of the English as a second language classes they will have people from all sorts of you know parts of the world	0
618	52054	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	my daughter and and I hate camping so we go shopping	my daughter and and I we hate camping so we go shopping	0
619	52055	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	one of her acquaintances one of her old friends I guess had been in town	one of her acquaintances one of her old friends I guess she had been in town	0
620	52056	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	people get up in the morning in that neighborhood	people in that neighborhood they get up in the morning	0
621	52057	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	seems like a a lot of people don't hold human life quite as high as perhaps they used to	seems like a a lot of people they don't hold human life quite as high as perhaps they used to	0
622	52058	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	sprinkler systems or anything uh start to get real expensive because there's an awful lot of work that has to be done chopping through the rock	sprinkler systems or anything uh they start to get real expensive because there's an awful lot of work that has to be done chopping through the rock	0
623	52059	Switchboard	self-extracted	topicalisation	canonical	word_order	spoken	well my boys are at the point where they scare their mommy to death	well my boys they are at the point where they scare their mommy to death	0
624	61000	Switchboard	self-extracted	double-NP-dative	double_dative	complex	spoken	and uh it just you know it it gives you a a variance even though it's the same color	and uh it just you know it it gives a a variance to you even though it's the same color	0
625	61001	Switchboard	self-extracted	double-NP-dative	double_dative	complex	spoken	they not only give me a demonstrator but the hardware as well as the software	they not only give a demonstrator to me but the hardware as well as the software	0
626	61002	Switchboard	self-extracted	double-NP-dative	double_dative	complex	spoken	we kind of give her the third degree	we kind of give the third degree to her	1
627	61003	Switchboard	self-extracted	double-NP-dative	double_dative	complex	spoken	I think that I think most importantly it would give the federal government something new that they could tax	I think that I think most importantly it would give something new to the federal government that they could tax	1
628	61004	Switchboard	self-extracted	double-NP-dative	double_dative	complex	spoken	and I uh I I think it gives you a better perspective	and I uh I I think it gives a better perspective to you	1
629	61005	Switchboard	self-extracted	double-NP-dative	double_dative	complex	spoken	and uh we usually sit there unless somebody gives us tickets you know box seats	and uh we usually sit there unless somebody gives tickets to us you know box seats	0
630	61006	Switchboard	self-extracted	double-NP-dative	double_dative	complex	spoken	and she gives me ideas for my writing too	and she gives ideas to me for my writing too	0
